0	0
2817	493
1075	162
2080	364
1607	263
2485	391
1450	229
2573	397
2462	361
744	129
2665	399
2924	450
2983	458
513	102
3250	494
1723	276
2982	403
1154	211
3934	558
2817	493
0	0
1636	312
719	152
709	140
921	196
1287	171
1009	202
1327	260
2432	335
1124	222
1297	242
1355	250
2201	308
1648	293
1750	305
2233	382
1927	246
2485	403
1075	162
1636	312
0	0
1274	205
790	163
1410	228
950	201
1498	234
1387	198
3221	540
1590	237
1849	288
1908	296
2990	513
2175	331
1831	329
1907	241
2716	451
2859	396
2080	364
719	152
1274	205
0	0
470	89
202	43
630	125
290	49
608	108
2901	464
405	70
626	105
685	113
2670	437
977	156
1511	253
1514	229
2396	374
1815	266
1607	263
709	140
790	163
470	89
0	0
672	141
157	32
760	147
1078	205
2429	371
875	167
1096	203
1155	211
2198	344
1447	254
1039	161
1981	303
1923	282
2285	364
2485	391
921	196
1410	228
202	43
672	141
0	0
832	173
97	21
415	80
3306	496
212	42
442	84
499	97
3075	469
792	140
1713	301
1103	216
2800	407
1629	250
1450	229
1287	171
950	201
630	125
157	32
832	173
0	0
920	184
1238	243
2272	339
1034	205
1317	216
1376	224
2041	312
1668	267
898	146
2141	340
1766	250
2506	377
2573	397
1009	202
1498	234
290	49
760	147
97	21
920	184
0	0
318	59
3394	505
115	21
345	62
402	75
3163	478
694	118
1801	310
1006	195
2888	416
1532	228
2462	361
1327	260
1387	198
608	108
1078	205
415	80
1238	243
318	59
0	0
3281	480
203	38
433	75
490	88
3050	453
783	131
2277	362
794	134
2775	391
1621	241
744	129
2432	335
3221	540
2901	464
2429	371
3306	496
2272	339
3394	505
3281	480
0	0
1921	271
2180	322
2239	330
2886	461
2506	365
1603	247
2238	275
2611	399
3190	430
2665	399
1124	222
1590	237
405	70
875	167
212	42
1034	205
115	21
203	38
1921	271
0	0
227	34
284	47
3253	487
577	90
2071	321
891	170
2979	425
1414	200
2924	450
1297	242
1849	288
626	105
1096	203
442	84
1317	216
345	62
433	75
2180	322
227	34
0	0
59	8
3514	526
351	51
1830	269
1121	213
3239	463
1189	161
2983	458
1355	250
1908	296
685	113
1155	211
499	97
1376	224
402	75
490	88
2239	330
284	47
59	8
0	0
3572	535
292	43
1889	277
1059	234
3298	472
1130	153
513	102
2201	308
2990	513
2670	437
2198	344
3075	469
2041	312
3163	478
3050	453
2886	461
3253	487
3514	526
3572	535
0	0
2735	390
1832	272
2467	300
2840	424
3419	455
3250	494
1648	293
2175	331
977	156
1447	254
792	140
1668	267
694	118
783	131
2506	365
577	90
351	51
292	43
2735	390
0	0
2181	318
764	168
3590	513
838	108
1723	276
1750	305
1831	329
1511	253
1039	161
1713	301
898	146
1801	310
2277	362
1603	247
2071	321
1830	269
1889	277
1832	272
2181	318
0	0
3022	461
1214	183
3019	423
2982	403
2233	382
1907	241
1514	229
1981	303
1103	216
2141	340
1006	195
794	134
2238	275
891	170
1121	213
1059	234
2467	300
764	168
3022	461
0	0
3469	484
1072	189
1154	211
1927	246
2716	451
2396	374
1923	282
2800	407
1766	250
2888	416
2775	391
2611	399
2979	425
3239	463
3298	472
2840	424
3590	513
1214	183
3469	484
0	0
7343	936
3934	558
2485	403
2859	396
1815	266
2285	364
1629	250
2506	377
1532	228
1621	241
3190	430
1414	200
1189	161
1130	153
3419	455
838	108
3019	423
1072	189
7343	936
0	0
